_id,classSessionId,courseSectionId,studentId,checkInTime,checkOutTime,status,method,createdAt
6a74b19515003d9820b4ca45,6a74b10c0f9652431af3027f,6a71f25956c0266186cf5abc,6a71f26056c0266186cf5c58,2026-07-22 16:58:49.786,2026-07-23 02:56:43.293,present,self,2026-07-22 16:58:49.786
6a74b19515003d9820b4ca4a,6a74b10c0f9652431af3027f,6a71f25956c0266186cf5abc,6a71f26056c0266186cf5c67,2026-07-22 16:57:41.356,2026-07-23 02:51:49.085,present,self,2026-07-22 16:57:41.356
6a74b19515003d9820b4ca4c,6a74b10c0f9652431af3027f,6a71f25956c0266186cf5abc,6a71f26156c0266186cf5c6d,2026-07-22 16:58:47.349,2026-07-23 02:52:50.059,present,self,2026-07-22 16:58:47.349
6a74b19515003d9820b4ca5a,6a74b10c0f9652431af3027f,6a71f25956c0266186cf5abc,6a71f26156c0266186cf5c97,2026-07-22 17:24:44.222,2026-07-23 02:59:39.419,late,self,2026-07-22 17:24:44.222
6a74b19515003d9820b4ca5d,6a74b10c0f9652431af3027f,6a71f25956c0266186cf5abc,6a71f26156c0266186cf5ca0,2026-07-22 17:01:34.789,2026-07-23 02:50:39.179,present,self,2026-07-22 17:01:34.789
6a74b19515003d9820b4ca63,6a74b10c0f9652431af3027f,6a71f25956c0266186cf5abc,6a71f26256c0266186cf5cb2,2026-07-22 17:10:57.260,2026-07-23 02:50:01.506,late,self,2026-07-22 17:10:57.260
6a74b19515003d9820b4ca6b,6a74b10c0f9652431af3027f,6a71f25956c0266186cf5abc,6a71f26256c0266186cf5cca,2026-07-22 17:01:26.489,2026-07-23 02:32:40.732,early_leave,self,2026-07-22 17:01:26.489
6a74b19515003d9820b4ca6d,6a74b10c0f9652431af3027f,6a71f25956c0266186cf5abc,6a71f26256c0266186cf5cd0,2026-07-22 16:57:06.863,2026-07-23 02:53:12.680,present,self,2026-07-22 16:57:06.863
6a74b19515003d9820b4ca6e,6a74b1120f9652431af30325,6a71f25956c0266186cf5ac2,6a71f25456c0266186cf59ad,2026-07-22 17:03:48.384,2026-07-23 02:59:35.532,present,self,2026-07-22 17:03:48.384
6a74b19515003d9820b4c928,6a74b1070f9652431af301d9,6a71f25956c0266186cf5ab6,6a71f25456c0266186cf59ad,,,excused,self,2026-07-22 17:00:00.000
6a74b19515003d9820b4c92e,6a74b1070f9652431af301d9,6a71f25956c0266186cf5ab6,6a71f25556c0266186cf59c2,2026-07-22 17:02:22.741,2026-07-23 02:55:51.698,present,self,2026-07-22 17:02:22.741
6a74b19515003d9820b4c936,6a74b1070f9652431af301d9,6a71f25956c0266186cf5ab6,6a71f25b56c0266186cf5b14,,,excused,self,2026-07-22 17:00:00.000
6a74b19515003d9820b4c938,6a74b1070f9652431af301d9,6a71f25956c0266186cf5ab6,6a71f25b56c0266186cf5b1a,2026-07-22 16:58:54.036,2026-07-23 02:59:37.556,present,self,2026-07-22 16:58:54.036
6a74b19515003d9820b4c93a,6a74b1070f9652431af301d9,6a71f25956c0266186cf5ab6,6a71f25b56c0266186cf5b20,2026-07-22 16:56:22.808,2026-07-23 02:55:10.558,present,self,2026-07-22 16:56:22.808
6a74b19515003d9820b4c93e,6a74b1070f9652431af301d9,6a71f25956c0266186cf5ab6,6a71f25b56c0266186cf5b2c,2026-07-22 17:03:21.329,2026-07-23 02:59:30.751,present,self,2026-07-22 17:03:21.329
6a74b19515003d9820b4c940,6a74b1070f9652431af301d9,6a71f25956c0266186cf5ab6,6a71f25b56c0266186cf5b32,2026-07-22 16:59:44.785,2026-07-23 02:50:42.563,present,self,2026-07-22 16:59:44.785
6a74b19515003d9820b4c946,6a74b1070f9652431af301d9,6a71f25956c0266186cf5ab6,6a71f25c56c0266186cf5b44,2026-07-22 16:55:12.393,2026-07-23 02:58:42.416,present,self,2026-07-22 16:55:12.393
6a74b19515003d9820b4c949,6a74b1070f9652431af301d9,6a71f25956c0266186cf5ab6,6a71f25c56c0266186cf5b4d,2026-07-22 17:01:24.825,2026-07-23 02:51:22.174,present,self,2026-07-22 17:01:24.825
6a74b19515003d9820b4c94d,6a74b1070f9652431af301d9,6a71f25956c0266186cf5ab6,6a71f25c56c0266186cf5b59,2026-07-22 16:55:44.619,2026-07-23 02:53:06.479,present,self,2026-07-22 16:55:44.619
6a74b19515003d9820b4c951,6a74b1070f9652431af301d9,6a71f25956c0266186cf5ab6,6a71f25c56c0266186cf5b65,2026-07-22 16:56:41.339,2026-07-23 02:52:14.330,present,self,2026-07-22 16:56:41.339
6a74b19515003d9820b4c954,6a74b1070f9652431af301d9,6a71f25956c0266186cf5ab6,6a71f25c56c0266186cf5b6e,2026-07-22 17:15:30.358,2026-07-23 02:56:37.935,late,self,2026-07-22 17:15:30.358
6a74b19515003d9820b4c957,6a74b1070f9652431af301d9,6a71f25956c0266186cf5ab6,6a71f25c56c0266186cf5b77,2026-07-22 17:19:43.808,2026-07-23 02:58:56.877,late,self,2026-07-22 17:19:43.808
6a74b19515003d9820b4c959,6a74b1070f9652431af301d9,6a71f25956c0266186cf5ab6,6a71f25d56c0266186cf5b7d,,,excused,self,2026-07-22 17:00:00.000
6a74b19515003d9820b4c967,6a74b1070f9652431af301d9,6a71f25956c0266186cf5ab6,6a71f25d56c0266186cf5ba7,2026-07-22 16:59:41.129,2026-07-23 02:58:42.326,present,self,2026-07-22 16:59:41.129
6a74b19515003d9820b4c96a,6a74b1070f9652431af301d9,6a71f25956c0266186cf5ab6,6a71f25d56c0266186cf5bb0,2026-07-22 16:57:29.078,2026-07-23 02:51:06.780,present,self,2026-07-22 16:57:29.078
6a74b19515003d9820b4c96b,6a74b1070f9652431af301d9,6a71f25956c0266186cf5ab6,6a71f25d56c0266186cf5bb3,2026-07-22 17:03:20.283,2026-07-23 02:55:55.849,present,self,2026-07-22 17:03:20.283
6a74b19515003d9820b4c96e,6a74b1070f9652431af301d9,6a71f25956c0266186cf5ab6,6a71f25e56c0266186cf5bbc,2026-07-22 16:55:55.078,2026-07-23 02:56:11.559,present,self,2026-07-22 16:55:55.078
6a74b19515003d9820b4c973,6a74b1070f9652431af301d9,6a71f25956c0266186cf5ab6,6a71f25e56c0266186cf5bcb,2026-07-22 16:59:36.987,2026-07-23 02:50:37.256,present,self,2026-07-22 16:59:36.987
6a74b19515003d9820b4c975,6a74b1070f9652431af301d9,6a71f25956c0266186cf5ab6,6a71f25e56c0266186cf5bd1,2026-07-22 17:00:50.952,2026-07-23 02:21:40.430,early_leave,self,2026-07-22 17:00:50.952
6a74b19515003d9820b4c978,6a74b1070f9652431af301d9,6a71f25956c0266186cf5ab6,6a71f25e56c0266186cf5bda,2026-07-22 17:20:37.599,2026-07-23 02:59:15.134,late,self,2026-07-22 17:20:37.599
6a74b19515003d9820b4c97a,6a74b1070f9652431af301d9,6a71f25956c0266186cf5ab6,6a71f25e56c0266186cf5be0,2026-07-22 16:55:32.375,2026-07-23 02:58:45.176,present,self,2026-07-22 16:55:32.375
6a74b19515003d9820b4c988,6a74b1070f9652431af301d9,6a71f25956c0266186cf5ab6,6a71f25f56c0266186cf5c0a,2026-07-22 17:01:36.774,2026-07-23 02:50:35.760,present,self,2026-07-22 17:01:36.774
6a74b19515003d9820b4c98e,6a74b1070f9652431af301d9,6a71f25956c0266186cf5ab6,6a71f25f56c0266186cf5c1c,2026-07-22 16:56:17.957,2026-07-23 02:53:48.475,present,self,2026-07-22 16:56:17.957
6a74b19515003d9820b4c996,6a74b1070f9652431af301d9,6a71f25956c0266186cf5ab6,6a71f26056c0266186cf5c34,2026-07-22 16:57:50.022,2026-07-23 02:57:21.935,present,self,2026-07-22 16:57:50.022
6a74b19515003d9820b4c999,6a74b1070f9652431af301d9,6a71f25956c0266186cf5ab6,6a71f26056c0266186cf5c3d,,,absent,self,2026-07-22 17:00:00.000
6a74b19515003d9820b4c99a,6a74b1070f9652431af301d9,6a71f25956c0266186cf5ab6,6a71f26056c0266186cf5c40,2026-07-22 17:02:59.563,2026-07-23 02:58:52.791,present,self,2026-07-22 17:02:59.563
6a74b19515003d9820b4c99c,6a74b1070f9652431af301d9,6a71f25956c0266186cf5ab6,6a71f26056c0266186cf5c46,2026-07-22 17:03:41.268,2026-07-23 02:53:14.673,present,self,2026-07-22 17:03:41.268
6a74b19515003d9820b4c99e,6a74b1070f9652431af301d9,6a71f25956c0266186cf5ab6,6a71f26056c0266186cf5c4c,2026-07-22 16:55:37.343,2026-07-23 02:54:55.337,present,self,2026-07-22 16:55:37.343
6a74b19515003d9820b4c9a0,6a74b1070f9652431af301d9,6a71f25956c0266186cf5ab6,6a71f26056c0266186cf5c52,2026-07-22 17:02:40.757,2026-07-23 02:59:55.355,present,self,2026-07-22 17:02:40.757
6a74b19515003d9820b4c9a2,6a74b1070f9652431af301d9,6a71f25956c0266186cf5ab6,6a71f26056c0266186cf5c58,,,absent,self,2026-07-22 17:00:00.000
6a74b19515003d9820b4c9a3,6a74b1070f9652431af301d9,6a71f25956c0266186cf5ab6,6a71f26056c0266186cf5c5b,2026-07-22 17:01:07.097,2026-07-23 02:58:24.023,present,self,2026-07-22 17:01:07.097
6a74b19515003d9820b4c9a8,6a74b1070f9652431af301d9,6a71f25956c0266186cf5ab6,6a71f26156c0266186cf5c6a,,,excused,self,2026-07-22 17:00:00.000
6a74b19515003d9820b4c9ad,6a74b1070f9652431af301d9,6a71f25956c0266186cf5ab6,6a71f26156c0266186cf5c79,2026-07-22 16:59:38.652,2026-07-23 02:59:11.853,present,self,2026-07-22 16:59:38.652
6a74b19515003d9820b4c9ba,6a74b1070f9652431af301d9,6a71f25956c0266186cf5ab6,6a71f26156c0266186cf5ca0,2026-07-22 16:59:49.375,2026-07-23 02:56:57.733,present,self,2026-07-22 16:59:49.375
6a74b19515003d9820b4c9bc,6a74b1070f9652431af301d9,6a71f25956c0266186cf5ab6,6a71f26256c0266186cf5ca6,2026-07-22 16:57:23.316,2026-07-23 02:54:50.655,present,self,2026-07-22 16:57:23.316
6a74b19515003d9820b4c9c2,6a74b1070f9652431af301d9,6a71f25956c0266186cf5ab6,6a71f26256c0266186cf5cb8,2026-07-22 16:57:31.251,2026-07-23 02:58:53.131,present,self,2026-07-22 16:57:31.251
6a74b19515003d9820b4c9ca,6a74b1070f9652431af301d9,6a71f25956c0266186cf5ab6,6a71f26256c0266186cf5cd0,2026-07-22 17:01:24.672,2026-07-23 02:55:51.066,present,self,2026-07-22 17:01:24.672
6a74b19515003d9820b4c9cb,6a74b10c0f9652431af3027f,6a71f25956c0266186cf5abc,6a71f25456c0266186cf59ad,2026-07-22 17:10:01.765,2026-07-23 02:58:54.902,late,self,2026-07-22 17:10:01.765
6a74b19515003d9820b4c9cc,6a74b10c0f9652431af3027f,6a71f25956c0266186cf5abc,6a71f25456c0266186cf59b1,2026-07-22 16:55:37.555,2026-07-23 02:59:37.330,present,self,2026-07-22 16:55:37.555
6a74b19515003d9820b4c9cf,6a74b10c0f9652431af3027f,6a71f25956c0266186cf5abc,6a71f25556c0266186cf59bc,2026-07-22 17:03:32.936,2026-07-23 02:51:05.705,present,self,2026-07-22 17:03:32.936
6a74b19515003d9820b4c9d5,6a74b10c0f9652431af3027f,6a71f25956c0266186cf5abc,6a71f25556c0266186cf59ce,2026-07-22 16:55:56.692,2026-07-23 02:52:30.709,present,self,2026-07-22 16:55:56.692
6a74b19515003d9820b4c9d8,6a74b10c0f9652431af3027f,6a71f25956c0266186cf5abc,6a71f25b56c0266186cf5b11,2026-07-22 17:00:21.808,2026-07-23 02:55:09.574,present,self,2026-07-22 17:00:21.808
6a74b19515003d9820b4c9da,6a74b10c0f9652431af3027f,6a71f25956c0266186cf5abc,6a71f25b56c0266186cf5b17,2026-07-22 16:58:29.245,2026-07-23 02:52:44.279,present,self,2026-07-22 16:58:29.245
6a74b19515003d9820b4c9dd,6a74b10c0f9652431af3027f,6a71f25956c0266186cf5abc,6a71f25b56c0266186cf5b20,2026-07-22 17:10:53.773,2026-07-23 02:59:01.255,late,self,2026-07-22 17:10:53.773
6a74b19515003d9820b4c9e2,6a74b10c0f9652431af3027f,6a71f25956c0266186cf5abc,6a71f25b56c0266186cf5b2f,2026-07-22 17:22:49.988,2026-07-23 02:58:42.005,late,self,2026-07-22 17:22:49.988
6a74b19515003d9820b4c9e5,6a74b10c0f9652431af3027f,6a71f25956c0266186cf5abc,6a71f25b56c0266186cf5b38,2026-07-22 17:03:41.038,2026-07-23 02:58:18.123,present,self,2026-07-22 17:03:41.038
6a74b19515003d9820b4c9e6,6a74b10c0f9652431af3027f,6a71f25956c0266186cf5abc,6a71f25b56c0266186cf5b3b,2026-07-22 17:00:50.211,2026-07-23 02:59:21.330,present,self,2026-07-22 17:00:50.211
6a74b19515003d9820b4c9f1,6a74b10c0f9652431af3027f,6a71f25956c0266186cf5abc,6a71f25c56c0266186cf5b5c,2026-07-22 17:03:38.866,2026-07-23 02:54:08.770,present,self,2026-07-22 17:03:38.866
6a74b19515003d9820b4c9f4,6a74b10c0f9652431af3027f,6a71f25956c0266186cf5abc,6a71f25c56c0266186cf5b65,2026-07-22 16:55:13.319,2026-07-23 02:59:48.673,present,self,2026-07-22 16:55:13.319
6a74b19515003d9820b4c9fa,6a74b10c0f9652431af3027f,6a71f25956c0266186cf5abc,6a71f25c56c0266186cf5b77,2026-07-22 17:21:01.998,2026-07-23 02:54:43.131,late,self,2026-07-22 17:21:01.998
6a74b19515003d9820b4c9ff,6a74b10c0f9652431af3027f,6a71f25956c0266186cf5abc,6a71f25d56c0266186cf5b86,,,absent,self,2026-07-22 17:00:00.000
6a74b19515003d9820b4ca01,6a74b10c0f9652431af3027f,6a71f25956c0266186cf5abc,6a71f25d56c0266186cf5b8c,2026-07-22 17:19:03.507,2026-07-23 02:54:34.335,late,self,2026-07-22 17:19:03.507
6a74b19515003d9820b4ca03,6a74b10c0f9652431af3027f,6a71f25956c0266186cf5abc,6a71f25d56c0266186cf5b92,2026-07-22 16:57:54.706,2026-07-23 02:51:26.207,present,self,2026-07-22 16:57:54.706
6a74b19515003d9820b4ca05,6a74b10c0f9652431af3027f,6a71f25956c0266186cf5abc,6a71f25d56c0266186cf5b98,2026-07-22 17:00:34.268,2026-07-23 02:06:23.290,early_leave,self,2026-07-22 17:00:34.268
6a74b19515003d9820b4ca07,6a74b10c0f9652431af3027f,6a71f25956c0266186cf5abc,6a71f25d56c0266186cf5b9e,2026-07-22 17:01:31.954,2026-07-23 02:54:19.716,present,self,2026-07-22 17:01:31.954
6a74b19515003d9820b4ca0e,6a74b10c0f9652431af3027f,6a71f25956c0266186cf5abc,6a71f25d56c0266186cf5bb3,2026-07-22 16:58:02.887,2026-07-23 02:51:57.442,present,self,2026-07-22 16:58:02.887
6a74b19515003d9820b4ca16,6a74b10c0f9652431af3027f,6a71f25956c0266186cf5abc,6a71f25e56c0266186cf5bcb,2026-07-22 17:02:05.230,2026-07-23 02:53:48.566,present,self,2026-07-22 17:02:05.230
6a74b19515003d9820b4ca18,6a74b10c0f9652431af3027f,6a71f25956c0266186cf5abc,6a71f25e56c0266186cf5bd1,2026-07-22 17:12:51.303,2026-07-23 02:54:53.623,late,self,2026-07-22 17:12:51.303
6a74b19515003d9820b4ca1a,6a74b10c0f9652431af3027f,6a71f25956c0266186cf5abc,6a71f25e56c0266186cf5bd7,2026-07-22 16:55:21.906,2026-07-23 02:57:19.741,present,self,2026-07-22 16:55:21.906
