_id,studentId,courseSectionId,status
6a71f26656c0266186cf5d8f,6a71f25d56c0266186cf5b9e,6a71f25956c0266186cf5abc,enrolled
6a71f26656c0266186cf5d93,6a71f25d56c0266186cf5ba1,6a71f25956c0266186cf5abc,enrolled
6a71f26656c0266186cf5d97,6a71f25d56c0266186cf5ba4,6a71f25956c0266186cf5abc,enrolled
6a71f26656c0266186cf5d9b,6a71f25b56c0266186cf5b11,6a71f25956c0266186cf5ac2,enrolled
6a71f26656c0266186cf5d9f,6a71f25b56c0266186cf5b14,6a71f25956c0266186cf5ac2,enrolled
6a71f26656c0266186cf5da3,6a71f25b56c0266186cf5b17,6a71f25956c0266186cf5ac2,enrolled
6a71f26656c0266186cf5da7,6a71f25b56c0266186cf5b1a,6a71f25956c0266186cf5ac2,enrolled
6a71f26756c0266186cf5dab,6a71f25b56c0266186cf5b1d,6a71f25956c0266186cf5ac2,enrolled
6a71f26756c0266186cf5daf,6a71f25b56c0266186cf5b20,6a71f25956c0266186cf5ac2,enrolled
6a71f26756c0266186cf5db3,6a71f25b56c0266186cf5b23,6a71f25956c0266186cf5ac2,enrolled
6a71f26756c0266186cf5db7,6a71f25b56c0266186cf5b26,6a71f25956c0266186cf5ac2,enrolled
6a71f26756c0266186cf5dbb,6a71f25b56c0266186cf5b29,6a71f25956c0266186cf5ac2,enrolled
6a71f26756c0266186cf5dbf,6a71f25b56c0266186cf5b2c,6a71f25956c0266186cf5ac2,enrolled
6a71f26756c0266186cf5dc3,6a71f25b56c0266186cf5b2f,6a71f25956c0266186cf5ac2,enrolled
6a71f26756c0266186cf5dc7,6a71f25b56c0266186cf5b32,6a71f25956c0266186cf5ac2,enrolled
6a71f26756c0266186cf5dcb,6a71f25b56c0266186cf5b35,6a71f25956c0266186cf5ac2,enrolled
6a71f26756c0266186cf5dcf,6a71f25b56c0266186cf5b38,6a71f25956c0266186cf5ac2,enrolled
6a71f26756c0266186cf5dd3,6a71f25b56c0266186cf5b3b,6a71f25956c0266186cf5ac2,enrolled
6a71f26756c0266186cf5dd7,6a71f25b56c0266186cf5b3e,6a71f25956c0266186cf5ac2,enrolled
6a71f26756c0266186cf5ddb,6a71f25b56c0266186cf5b41,6a71f25956c0266186cf5ac2,enrolled
6a71f26856c0266186cf5ddf,6a71f25c56c0266186cf5b44,6a71f25956c0266186cf5ac2,enrolled
6a71f26856c0266186cf5de3,6a71f25c56c0266186cf5b47,6a71f25956c0266186cf5ac2,enrolled
6a71f26856c0266186cf5de7,6a71f25c56c0266186cf5b4a,6a71f25956c0266186cf5ac2,enrolled
6a71f26856c0266186cf5deb,6a71f25c56c0266186cf5b4d,6a71f25956c0266186cf5ac2,enrolled
6a71f26856c0266186cf5def,6a71f25c56c0266186cf5b50,6a71f25956c0266186cf5ac2,enrolled
6a71f26856c0266186cf5df3,6a71f25c56c0266186cf5b53,6a71f25956c0266186cf5ac2,enrolled
6a71f26856c0266186cf5df7,6a71f25c56c0266186cf5b56,6a71f25956c0266186cf5ac2,enrolled
6a71f26856c0266186cf5dfb,6a71f25c56c0266186cf5b59,6a71f25956c0266186cf5ac2,enrolled
6a71f26856c0266186cf5dff,6a71f25c56c0266186cf5b5c,6a71f25956c0266186cf5ac2,enrolled
6a71f26856c0266186cf5e03,6a71f25c56c0266186cf5b5f,6a71f25956c0266186cf5ac2,enrolled
6a71f26856c0266186cf5e07,6a71f25c56c0266186cf5b62,6a71f25956c0266186cf5ac2,enrolled
6a71f26856c0266186cf5e0b,6a71f25c56c0266186cf5b65,6a71f25956c0266186cf5ac2,enrolled
6a71f26956c0266186cf5e0f,6a71f25c56c0266186cf5b68,6a71f25956c0266186cf5ac2,enrolled
6a71f26956c0266186cf5e13,6a71f25c56c0266186cf5b6b,6a71f25956c0266186cf5ac2,enrolled
6a71f26956c0266186cf5e17,6a71f25c56c0266186cf5b6e,6a71f25956c0266186cf5ac2,enrolled
6a71f26956c0266186cf5e1b,6a71f25c56c0266186cf5b71,6a71f25956c0266186cf5ac2,enrolled
6a71f26956c0266186cf5e1f,6a71f25c56c0266186cf5b74,6a71f25956c0266186cf5ac2,enrolled
6a71f26956c0266186cf5e23,6a71f25c56c0266186cf5b77,6a71f25956c0266186cf5ac2,enrolled
6a71f26956c0266186cf5e27,6a71f25c56c0266186cf5b7a,6a71f25956c0266186cf5ac2,enrolled
6a71f26956c0266186cf5e2b,6a71f25d56c0266186cf5b7d,6a71f25956c0266186cf5ac2,enrolled
6a71f26956c0266186cf5e2f,6a71f25d56c0266186cf5b80,6a71f25956c0266186cf5ac2,enrolled
6a71f26956c0266186cf5e33,6a71f25d56c0266186cf5b83,6a71f25956c0266186cf5ac2,enrolled
6a71f26956c0266186cf5e37,6a71f25d56c0266186cf5b86,6a71f25956c0266186cf5ac2,enrolled
6a71f26956c0266186cf5e3b,6a71f25d56c0266186cf5b89,6a71f25956c0266186cf5ac2,enrolled
6a71f26956c0266186cf5e3f,6a71f25d56c0266186cf5b8c,6a71f25956c0266186cf5ac2,enrolled
6a71f26a56c0266186cf5e43,6a71f25d56c0266186cf5b8f,6a71f25956c0266186cf5ac2,enrolled
6a71f26a56c0266186cf5e47,6a71f25d56c0266186cf5b92,6a71f25956c0266186cf5ac2,enrolled
6a71f26a56c0266186cf5e4b,6a71f25d56c0266186cf5b95,6a71f25956c0266186cf5ac2,enrolled
6a71f26a56c0266186cf5e4f,6a71f25d56c0266186cf5b98,6a71f25956c0266186cf5ac2,enrolled
6a71f26a56c0266186cf5e53,6a71f25d56c0266186cf5b9b,6a71f25956c0266186cf5ac2,enrolled
6a71f26a56c0266186cf5e57,6a71f25d56c0266186cf5b9e,6a71f25956c0266186cf5ac2,enrolled
6a71f26a56c0266186cf5e5b,6a71f25d56c0266186cf5ba1,6a71f25956c0266186cf5ac2,enrolled
6a71f26a56c0266186cf5e5f,6a71f25d56c0266186cf5ba4,6a71f25956c0266186cf5ac2,enrolled
6a71f26a56c0266186cf5e63,6a71f25b56c0266186cf5b11,6a71f25956c0266186cf5ac8,enrolled
6a71f26a56c0266186cf5e67,6a71f25b56c0266186cf5b14,6a71f25956c0266186cf5ac8,enrolled
6a71f26a56c0266186cf5e6b,6a71f25b56c0266186cf5b17,6a71f25956c0266186cf5ac8,enrolled
6a71f26a56c0266186cf5e6f,6a71f25b56c0266186cf5b1a,6a71f25956c0266186cf5ac8,enrolled
6a71f26b56c0266186cf5e73,6a71f25b56c0266186cf5b1d,6a71f25956c0266186cf5ac8,enrolled
6a71f26b56c0266186cf5e77,6a71f25b56c0266186cf5b20,6a71f25956c0266186cf5ac8,enrolled
6a71f26b56c0266186cf5e7b,6a71f25b56c0266186cf5b23,6a71f25956c0266186cf5ac8,enrolled
6a71f26b56c0266186cf5e7f,6a71f25b56c0266186cf5b26,6a71f25956c0266186cf5ac8,enrolled
6a71f26b56c0266186cf5e83,6a71f25b56c0266186cf5b29,6a71f25956c0266186cf5ac8,enrolled
6a71f26b56c0266186cf5e87,6a71f25b56c0266186cf5b2c,6a71f25956c0266186cf5ac8,enrolled
6a71f26b56c0266186cf5e8b,6a71f25b56c0266186cf5b2f,6a71f25956c0266186cf5ac8,enrolled
6a71f26b56c0266186cf5e8f,6a71f25b56c0266186cf5b32,6a71f25956c0266186cf5ac8,enrolled
6a71f26b56c0266186cf5e93,6a71f25b56c0266186cf5b35,6a71f25956c0266186cf5ac8,enrolled
6a71f26b56c0266186cf5e97,6a71f25b56c0266186cf5b38,6a71f25956c0266186cf5ac8,enrolled
6a71f26b56c0266186cf5e9b,6a71f25b56c0266186cf5b3b,6a71f25956c0266186cf5ac8,enrolled
6a71f26b56c0266186cf5e9f,6a71f25b56c0266186cf5b3e,6a71f25956c0266186cf5ac8,enrolled
6a71f26b56c0266186cf5ea3,6a71f25b56c0266186cf5b41,6a71f25956c0266186cf5ac8,enrolled
6a71f26c56c0266186cf5ea7,6a71f25c56c0266186cf5b44,6a71f25956c0266186cf5ac8,enrolled
6a71f26c56c0266186cf5eab,6a71f25c56c0266186cf5b47,6a71f25956c0266186cf5ac8,enrolled
6a71f26c56c0266186cf5eaf,6a71f25c56c0266186cf5b4a,6a71f25956c0266186cf5ac8,enrolled
6a71f26c56c0266186cf5eb3,6a71f25c56c0266186cf5b4d,6a71f25956c0266186cf5ac8,enrolled
6a71f26c56c0266186cf5eb7,6a71f25c56c0266186cf5b50,6a71f25956c0266186cf5ac8,enrolled
6a71f26c56c0266186cf5ebb,6a71f25c56c0266186cf5b53,6a71f25956c0266186cf5ac8,enrolled
6a71f26c56c0266186cf5ebf,6a71f25c56c0266186cf5b56,6a71f25956c0266186cf5ac8,enrolled
6a71f26c56c0266186cf5ec3,6a71f25c56c0266186cf5b59,6a71f25956c0266186cf5ac8,enrolled
6a71f26c56c0266186cf5ec7,6a71f25c56c0266186cf5b5c,6a71f25956c0266186cf5ac8,enrolled
6a71f26c56c0266186cf5ecb,6a71f25c56c0266186cf5b5f,6a71f25956c0266186cf5ac8,enrolled
6a71f26c56c0266186cf5ecf,6a71f25c56c0266186cf5b62,6a71f25956c0266186cf5ac8,enrolled
6a71f26c56c0266186cf5ed3,6a71f25c56c0266186cf5b65,6a71f25956c0266186cf5ac8,enrolled
6a71f26c56c0266186cf5ed7,6a71f25c56c0266186cf5b68,6a71f25956c0266186cf5ac8,enrolled
6a71f26d56c0266186cf5edb,6a71f25c56c0266186cf5b6b,6a71f25956c0266186cf5ac8,enrolled
6a71f26d56c0266186cf5edf,6a71f25c56c0266186cf5b6e,6a71f25956c0266186cf5ac8,enrolled
6a71f26d56c0266186cf5ee3,6a71f25c56c0266186cf5b71,6a71f25956c0266186cf5ac8,enrolled
6a71f26d56c0266186cf5ee7,6a71f25c56c0266186cf5b74,6a71f25956c0266186cf5ac8,enrolled
6a71f26d56c0266186cf5eeb,6a71f25c56c0266186cf5b77,6a71f25956c0266186cf5ac8,enrolled
6a71f26d56c0266186cf5eef,6a71f25c56c0266186cf5b7a,6a71f25956c0266186cf5ac8,enrolled
6a71f26d56c0266186cf5ef3,6a71f25d56c0266186cf5b7d,6a71f25956c0266186cf5ac8,enrolled
6a71f26d56c0266186cf5ef7,6a71f25d56c0266186cf5b80,6a71f25956c0266186cf5ac8,enrolled
6a71f26d56c0266186cf5efb,6a71f25d56c0266186cf5b83,6a71f25956c0266186cf5ac8,enrolled
6a71f26d56c0266186cf5eff,6a71f25d56c0266186cf5b86,6a71f25956c0266186cf5ac8,enrolled
6a71f26d56c0266186cf5f03,6a71f25d56c0266186cf5b89,6a71f25956c0266186cf5ac8,enrolled
6a71f26d56c0266186cf5f07,6a71f25d56c0266186cf5b8c,6a71f25956c0266186cf5ac8,enrolled
6a71f26d56c0266186cf5f0b,6a71f25d56c0266186cf5b8f,6a71f25956c0266186cf5ac8,enrolled
6a71f26e56c0266186cf5f0f,6a71f25d56c0266186cf5b92,6a71f25956c0266186cf5ac8,enrolled
6a71f26e56c0266186cf5f13,6a71f25d56c0266186cf5b95,6a71f25956c0266186cf5ac8,enrolled
6a71f26e56c0266186cf5f17,6a71f25d56c0266186cf5b98,6a71f25956c0266186cf5ac8,enrolled
6a71f26e56c0266186cf5f1b,6a71f25d56c0266186cf5b9b,6a71f25956c0266186cf5ac8,enrolled
6a71f26e56c0266186cf5f1f,6a71f25d56c0266186cf5b9e,6a71f25956c0266186cf5ac8,enrolled
6a71f26e56c0266186cf5f23,6a71f25d56c0266186cf5ba1,6a71f25956c0266186cf5ac8,enrolled
6a71f26e56c0266186cf5f27,6a71f25d56c0266186cf5ba4,6a71f25956c0266186cf5ac8,enrolled
6a71f26e56c0266186cf5f2b,6a71f25b56c0266186cf5b11,6a71f25956c0266186cf5ace,enrolled
6a71f26e56c0266186cf5f2f,6a71f25b56c0266186cf5b14,6a71f25956c0266186cf5ace,enrolled
6a71f26e56c0266186cf5f33,6a71f25b56c0266186cf5b17,6a71f25956c0266186cf5ace,enrolled
6a71f26e56c0266186cf5f37,6a71f25b56c0266186cf5b1a,6a71f25956c0266186cf5ace,enrolled
6a71f26e56c0266186cf5f3b,6a71f25b56c0266186cf5b1d,6a71f25956c0266186cf5ace,enrolled
6a71f26e56c0266186cf5f3f,6a71f25b56c0266186cf5b20,6a71f25956c0266186cf5ace,enrolled
6a71f26f56c0266186cf5f43,6a71f25b56c0266186cf5b23,6a71f25956c0266186cf5ace,enrolled
6a71f26f56c0266186cf5f47,6a71f25b56c0266186cf5b26,6a71f25956c0266186cf5ace,enrolled
6a71f26f56c0266186cf5f4b,6a71f25b56c0266186cf5b29,6a71f25956c0266186cf5ace,enrolled
6a71f26f56c0266186cf5f4f,6a71f25b56c0266186cf5b2c,6a71f25956c0266186cf5ace,enrolled
6a71f26f56c0266186cf5f53,6a71f25b56c0266186cf5b2f,6a71f25956c0266186cf5ace,enrolled
6a71f26f56c0266186cf5f57,6a71f25b56c0266186cf5b32,6a71f25956c0266186cf5ace,enrolled
6a71f26f56c0266186cf5f5b,6a71f25b56c0266186cf5b35,6a71f25956c0266186cf5ace,enrolled
6a71f26f56c0266186cf5f5f,6a71f25b56c0266186cf5b38,6a71f25956c0266186cf5ace,enrolled
6a71f26f56c0266186cf5f63,6a71f25b56c0266186cf5b3b,6a71f25956c0266186cf5ace,enrolled
6a71f26f56c0266186cf5f67,6a71f25b56c0266186cf5b3e,6a71f25956c0266186cf5ace,enrolled
6a71f26f56c0266186cf5f6b,6a71f25b56c0266186cf5b41,6a71f25956c0266186cf5ace,enrolled
6a71f26f56c0266186cf5f6f,6a71f25c56c0266186cf5b44,6a71f25956c0266186cf5ace,enrolled
6a71f27056c0266186cf5f73,6a71f25c56c0266186cf5b47,6a71f25956c0266186cf5ace,enrolled
6a71f27056c0266186cf5f77,6a71f25c56c0266186cf5b4a,6a71f25956c0266186cf5ace,enrolled
6a71f27056c0266186cf5f7b,6a71f25c56c0266186cf5b4d,6a71f25956c0266186cf5ace,enrolled
6a71f27056c0266186cf5f7f,6a71f25c56c0266186cf5b50,6a71f25956c0266186cf5ace,enrolled
6a71f27056c0266186cf5f83,6a71f25c56c0266186cf5b53,6a71f25956c0266186cf5ace,enrolled
6a71f27056c0266186cf5f87,6a71f25c56c0266186cf5b56,6a71f25956c0266186cf5ace,enrolled
6a71f27056c0266186cf5f8b,6a71f25c56c0266186cf5b59,6a71f25956c0266186cf5ace,enrolled
6a71f27056c0266186cf5f8f,6a71f25c56c0266186cf5b5c,6a71f25a56c0266186cf5ad4,enrolled
6a71f27056c0266186cf5f93,6a71f25c56c0266186cf5b5f,6a71f25a56c0266186cf5ad4,enrolled
6a71f27056c0266186cf5f97,6a71f25c56c0266186cf5b62,6a71f25a56c0266186cf5ad4,enrolled
6a71f27056c0266186cf5f9b,6a71f25c56c0266186cf5b65,6a71f25a56c0266186cf5ad4,enrolled
6a71f27056c0266186cf5f9f,6a71f25c56c0266186cf5b68,6a71f25a56c0266186cf5ad4,enrolled
6a71f27156c0266186cf5fa3,6a71f25c56c0266186cf5b6b,6a71f25a56c0266186cf5ad4,enrolled
6a71f27156c0266186cf5fa7,6a71f25c56c0266186cf5b6e,6a71f25a56c0266186cf5ad4,enrolled
6a71f27156c0266186cf5fab,6a71f25c56c0266186cf5b71,6a71f25a56c0266186cf5ad4,enrolled
6a71f27156c0266186cf5faf,6a71f25c56c0266186cf5b74,6a71f25a56c0266186cf5ad4,enrolled
6a71f27156c0266186cf5fb3,6a71f25c56c0266186cf5b77,6a71f25a56c0266186cf5ad4,enrolled
6a71f27156c0266186cf5fb7,6a71f25c56c0266186cf5b7a,6a71f25a56c0266186cf5ad4,enrolled
6a71f27156c0266186cf5fbb,6a71f25d56c0266186cf5b7d,6a71f25a56c0266186cf5ad4,enrolled
6a71f27156c0266186cf5fbf,6a71f25d56c0266186cf5b80,6a71f25a56c0266186cf5ad4,enrolled
6a71f27156c0266186cf5fc3,6a71f25d56c0266186cf5b83,6a71f25a56c0266186cf5ad4,enrolled
6a71f27156c0266186cf5fc7,6a71f25d56c0266186cf5b86,6a71f25a56c0266186cf5ad4,enrolled
6a71f27156c0266186cf5fcb,6a71f25d56c0266186cf5b89,6a71f25a56c0266186cf5ad4,enrolled
6a71f27156c0266186cf5fcf,6a71f25d56c0266186cf5b8c,6a71f25a56c0266186cf5ad4,enrolled
6a71f27156c0266186cf5fd3,6a71f25d56c0266186cf5b8f,6a71f25a56c0266186cf5ad4,enrolled
6a71f27256c0266186cf5fd7,6a71f25d56c0266186cf5b92,6a71f25a56c0266186cf5ad4,enrolled
6a71f27256c0266186cf5fdb,6a71f25d56c0266186cf5b95,6a71f25a56c0266186cf5ad4,enrolled
6a71f27256c0266186cf5fdf,6a71f25d56c0266186cf5b98,6a71f25a56c0266186cf5ad4,enrolled
6a71f27256c0266186cf5fe3,6a71f25d56c0266186cf5b9b,6a71f25a56c0266186cf5ad4,enrolled
6a71f27256c0266186cf5fe7,6a71f25d56c0266186cf5b9e,6a71f25a56c0266186cf5ad4,enrolled
6a71f27256c0266186cf5feb,6a71f25d56c0266186cf5ba1,6a71f25a56c0266186cf5ad4,enrolled
6a71f27256c0266186cf5fef,6a71f25d56c0266186cf5ba4,6a71f25a56c0266186cf5ad4,enrolled
6a71f27256c0266186cf5ff3,6a71f25d56c0266186cf5ba7,6a71f25a56c0266186cf5ada,enrolled
6a71f27256c0266186cf5ff7,6a71f25d56c0266186cf5baa,6a71f25a56c0266186cf5ada,enrolled
6a71f27256c0266186cf5ffb,6a71f25d56c0266186cf5bad,6a71f25a56c0266186cf5ada,enrolled
6a71f27256c0266186cf5fff,6a71f25d56c0266186cf5bb0,6a71f25a56c0266186cf5ada,enrolled
6a71f27256c0266186cf6003,6a71f25d56c0266186cf5bb3,6a71f25a56c0266186cf5ada,enrolled
6a71f27256c0266186cf6007,6a71f25d56c0266186cf5bb6,6a71f25a56c0266186cf5ada,enrolled
6a71f27356c0266186cf600b,6a71f25e56c0266186cf5bb9,6a71f25a56c0266186cf5ada,enrolled
6a71f27356c0266186cf600f,6a71f25e56c0266186cf5bbc,6a71f25a56c0266186cf5ada,enrolled
6a71f27356c0266186cf6013,6a71f25e56c0266186cf5bbf,6a71f25a56c0266186cf5ada,enrolled
6a71f27356c0266186cf6017,6a71f25e56c0266186cf5bc2,6a71f25a56c0266186cf5ada,enrolled
6a71f27356c0266186cf601b,6a71f25e56c0266186cf5bc5,6a71f25a56c0266186cf5ada,enrolled
6a71f27356c0266186cf601f,6a71f25e56c0266186cf5bc8,6a71f25a56c0266186cf5ada,enrolled
6a71f27356c0266186cf6023,6a71f25e56c0266186cf5bcb,6a71f25a56c0266186cf5ada,enrolled
6a71f27356c0266186cf6027,6a71f25e56c0266186cf5bce,6a71f25a56c0266186cf5ada,enrolled
6a71f27356c0266186cf602b,6a71f25e56c0266186cf5bd1,6a71f25a56c0266186cf5ada,enrolled
6a71f27356c0266186cf602f,6a71f25e56c0266186cf5bd4,6a71f25a56c0266186cf5ada,enrolled
6a71f27356c0266186cf6033,6a71f25e56c0266186cf5bd7,6a71f25a56c0266186cf5ada,enrolled
6a71f27356c0266186cf6037,6a71f25e56c0266186cf5bda,6a71f25a56c0266186cf5ada,enrolled
6a71f27356c0266186cf603b,6a71f25e56c0266186cf5bdd,6a71f25a56c0266186cf5ada,enrolled
6a71f27456c0266186cf603f,6a71f25e56c0266186cf5be0,6a71f25a56c0266186cf5ada,enrolled
6a71f27456c0266186cf6043,6a71f25e56c0266186cf5be3,6a71f25a56c0266186cf5ada,enrolled
6a71f27456c0266186cf6047,6a71f25e56c0266186cf5be6,6a71f25a56c0266186cf5ada,enrolled
6a71f27456c0266186cf604b,6a71f25e56c0266186cf5be9,6a71f25a56c0266186cf5ada,enrolled
6a71f27456c0266186cf604f,6a71f25e56c0266186cf5bec,6a71f25a56c0266186cf5ada,enrolled
6a71f27456c0266186cf6053,6a71f25e56c0266186cf5bef,6a71f25a56c0266186cf5ada,enrolled
6a71f27456c0266186cf6057,6a71f25e56c0266186cf5bf2,6a71f25a56c0266186cf5ae0,enrolled
6a71f27456c0266186cf605b,6a71f25f56c0266186cf5bf5,6a71f25a56c0266186cf5ae0,enrolled
6a71f27456c0266186cf605f,6a71f25f56c0266186cf5bf8,6a71f25a56c0266186cf5ae0,enrolled
6a71f27456c0266186cf6063,6a71f25f56c0266186cf5bfb,6a71f25a56c0266186cf5ae0,enrolled
6a71f27456c0266186cf6067,6a71f25f56c0266186cf5bfe,6a71f25a56c0266186cf5ae0,enrolled
6a71f27456c0266186cf606b,6a71f25f56c0266186cf5c01,6a71f25a56c0266186cf5ae0,enrolled
6a71f27456c0266186cf606f,6a71f25f56c0266186cf5c04,6a71f25a56c0266186cf5ae0,enrolled
6a71f27556c0266186cf6073,6a71f25f56c0266186cf5c07,6a71f25a56c0266186cf5ae0,enrolled
6a71f27556c0266186cf6077,6a71f25f56c0266186cf5c0a,6a71f25a56c0266186cf5ae0,enrolled
6a71f27556c0266186cf607b,6a71f25f56c0266186cf5c0d,6a71f25a56c0266186cf5ae0,enrolled
6a71f27556c0266186cf607f,6a71f25f56c0266186cf5c10,6a71f25a56c0266186cf5ae0,enrolled
6a71f27556c0266186cf6083,6a71f25f56c0266186cf5c13,6a71f25a56c0266186cf5ae0,enrolled
6a71f27556c0266186cf6087,6a71f25f56c0266186cf5c16,6a71f25a56c0266186cf5ae0,enrolled
6a71f27556c0266186cf608b,6a71f25f56c0266186cf5c19,6a71f25a56c0266186cf5ae0,enrolled
6a71f27556c0266186cf608f,6a71f25f56c0266186cf5c1c,6a71f25a56c0266186cf5ae0,enrolled
6a71f27556c0266186cf6093,6a71f25f56c0266186cf5c1f,6a71f25a56c0266186cf5ae0,enrolled
6a71f27556c0266186cf6097,6a71f25f56c0266186cf5c22,6a71f25a56c0266186cf5ae0,enrolled
6a71f27556c0266186cf609b,6a71f25f56c0266186cf5c25,6a71f25a56c0266186cf5ae0,enrolled
6a71f27556c0266186cf609f,6a71f25f56c0266186cf5c28,6a71f25a56c0266186cf5ae0,enrolled
6a71f27556c0266186cf60a3,6a71f25f56c0266186cf5c2b,6a71f25a56c0266186cf5ae0,enrolled
6a71f27656c0266186cf60a7,6a71f25f56c0266186cf5c2e,6a71f25a56c0266186cf5ae0,enrolled
6a71f27656c0266186cf60ab,6a71f26056c0266186cf5c31,6a71f25a56c0266186cf5ae0,enrolled
6a71f27656c0266186cf60af,6a71f26056c0266186cf5c34,6a71f25a56c0266186cf5ae0,enrolled
6a71f27656c0266186cf60b3,6a71f26056c0266186cf5c37,6a71f25a56c0266186cf5ae0,enrolled
