_id,courseSectionId,date,startPeriod,numPeriods,room,status
6a71f2c2566111f9778061c0,6a71f25956c0266186cf5abc,2026-07-06 17:00:00,1,3,A102,completed
6a71f2c2566111f9778061c3,6a71f25956c0266186cf5abc,2026-07-13 17:00:00,1,3,A102,completed
6a71f2c2566111f9778061c6,6a71f25956c0266186cf5abc,2026-07-20 17:00:00,1,3,A102,completed
6a71f2c2566111f9778061c9,6a71f25956c0266186cf5abc,2026-07-27 17:00:00,1,3,A102,completed
6a71f2d9566111f97780689f,6a71f25956c0266186cf5ac2,2026-01-05 17:00:00,1,3,D101,completed
6a71f2d9566111f9778068a2,6a71f25956c0266186cf5ac2,2026-01-12 17:00:00,1,3,D101,completed
6a71f2d9566111f9778068a5,6a71f25956c0266186cf5ac2,2026-01-19 17:00:00,1,3,D101,completed
6a71f2d9566111f9778068a8,6a71f25956c0266186cf5ac2,2026-01-26 17:00:00,1,3,D101,completed
6a71f2d9566111f9778068ab,6a71f25956c0266186cf5ac2,2026-02-02 17:00:00,1,3,D101,completed
6a71f2d9566111f9778068ae,6a71f25956c0266186cf5ac2,2026-02-09 17:00:00,1,3,D101,completed
6a71f2d9566111f9778068b1,6a71f25956c0266186cf5ac2,2026-02-16 17:00:00,1,3,D101,completed
6a71f2d9566111f9778068b4,6a71f25956c0266186cf5ac2,2026-02-23 17:00:00,1,3,D101,completed
6a71f2d9566111f9778068b7,6a71f25956c0266186cf5ac2,2026-03-02 17:00:00,1,3,D101,completed
6a71f2d9566111f9778068ba,6a71f25956c0266186cf5ac2,2026-03-09 17:00:00,1,3,D101,completed
6a71f2d9566111f9778068bd,6a71f25956c0266186cf5ac2,2026-03-16 17:00:00,1,3,D101,completed
6a71f2d9566111f9778068c0,6a71f25956c0266186cf5ac2,2026-03-23 17:00:00,1,3,D101,completed
6a71f2d9566111f9778068c3,6a71f25956c0266186cf5ac2,2026-03-30 17:00:00,1,3,D101,completed
6a71f2d9566111f9778068c6,6a71f25956c0266186cf5ac2,2026-04-06 17:00:00,1,3,D101,completed
6a71f2d9566111f9778068c9,6a71f25956c0266186cf5ac2,2026-04-13 17:00:00,1,3,D101,completed
6a71f2da566111f9778068cc,6a71f25956c0266186cf5ac2,2026-04-20 17:00:00,1,3,D101,completed
6a71f2da566111f9778068cf,6a71f25956c0266186cf5ac2,2026-04-27 17:00:00,1,3,D101,completed
6a71f2da566111f9778068d2,6a71f25956c0266186cf5ac2,2026-05-04 17:00:00,1,3,D101,completed
6a71f2da566111f9778068d5,6a71f25956c0266186cf5ac2,2026-05-11 17:00:00,1,3,D101,completed
6a71f2da566111f9778068d8,6a71f25956c0266186cf5ac2,2026-05-18 17:00:00,1,3,D101,completed
6a71f2da566111f9778068db,6a71f25956c0266186cf5ac2,2026-05-25 17:00:00,1,3,D101,completed
6a71f2da566111f9778068de,6a71f25956c0266186cf5ac2,2026-06-01 17:00:00,1,3,D101,completed
6a71f2da566111f9778068e1,6a71f25956c0266186cf5ac2,2026-06-08 17:00:00,1,3,D101,completed
6a71f2da566111f9778068e4,6a71f25956c0266186cf5ac2,2026-06-15 17:00:00,1,3,D101,completed
6a71f2da566111f9778068e7,6a71f25956c0266186cf5ac2,2026-06-22 17:00:00,1,3,D101,completed
6a71f2da566111f9778068ea,6a71f25956c0266186cf5ac2,2026-06-29 17:00:00,1,3,D101,completed
6a71f2da566111f9778068ed,6a71f25956c0266186cf5ac2,2026-07-06 17:00:00,1,3,D101,completed
6a71f2da566111f9778068f0,6a71f25956c0266186cf5ac2,2026-07-13 17:00:00,1,3,D101,completed
6a71f2da566111f9778068f3,6a71f25956c0266186cf5ac2,2026-07-20 17:00:00,1,3,D101,completed
6a71f2da566111f9778068f6,6a71f25956c0266186cf5ac2,2026-07-27 17:00:00,1,3,D101,completed
6a71f306566111f97780764d,6a71f25956c0266186cf5ac8,2026-01-05 17:00:00,4,3,D201,completed
6a71f306566111f977807650,6a71f25956c0266186cf5ac8,2026-01-12 17:00:00,4,3,D201,completed
6a71f306566111f977807653,6a71f25956c0266186cf5ac8,2026-01-19 17:00:00,4,3,D201,completed
6a71f306566111f977807656,6a71f25956c0266186cf5ac8,2026-01-26 17:00:00,4,3,D201,completed
6a71f306566111f977807659,6a71f25956c0266186cf5ac8,2026-02-02 17:00:00,4,3,D201,completed
6a71f306566111f97780765c,6a71f25956c0266186cf5ac8,2026-02-09 17:00:00,4,3,D201,completed
6a71f306566111f97780765f,6a71f25956c0266186cf5ac8,2026-02-16 17:00:00,4,3,D201,completed
6a71f306566111f977807662,6a71f25956c0266186cf5ac8,2026-02-23 17:00:00,4,3,D201,completed
6a71f306566111f977807665,6a71f25956c0266186cf5ac8,2026-03-02 17:00:00,4,3,D201,completed
6a71f306566111f977807668,6a71f25956c0266186cf5ac8,2026-03-09 17:00:00,4,3,D201,completed
6a71f306566111f97780766b,6a71f25956c0266186cf5ac8,2026-03-16 17:00:00,4,3,D201,completed
6a71f306566111f97780766e,6a71f25956c0266186cf5ac8,2026-03-23 17:00:00,4,3,D201,completed
6a71f306566111f977807671,6a71f25956c0266186cf5ac8,2026-03-30 17:00:00,4,3,D201,completed
6a71f307566111f977807674,6a71f25956c0266186cf5ac8,2026-04-06 17:00:00,4,3,D201,completed
6a71f307566111f977807677,6a71f25956c0266186cf5ac8,2026-04-13 17:00:00,4,3,D201,completed
6a71f307566111f97780767a,6a71f25956c0266186cf5ac8,2026-04-20 17:00:00,4,3,D201,completed
6a71f307566111f97780767d,6a71f25956c0266186cf5ac8,2026-04-27 17:00:00,4,3,D201,completed
6a71f307566111f977807680,6a71f25956c0266186cf5ac8,2026-05-04 17:00:00,4,3,D201,completed
6a71f307566111f977807683,6a71f25956c0266186cf5ac8,2026-05-11 17:00:00,4,3,D201,completed
6a71f307566111f977807686,6a71f25956c0266186cf5ac8,2026-05-18 17:00:00,4,3,D201,completed
6a71f307566111f977807689,6a71f25956c0266186cf5ac8,2026-05-25 17:00:00,4,3,D201,completed
6a71f307566111f97780768c,6a71f25956c0266186cf5ac8,2026-06-01 17:00:00,4,3,D201,completed
6a71f307566111f97780768f,6a71f25956c0266186cf5ac8,2026-06-08 17:00:00,4,3,D201,completed
6a71f307566111f977807692,6a71f25956c0266186cf5ac8,2026-06-15 17:00:00,4,3,D201,completed
6a71f307566111f977807695,6a71f25956c0266186cf5ac8,2026-06-22 17:00:00,4,3,D201,completed
6a71f307566111f977807698,6a71f25956c0266186cf5ac8,2026-06-29 17:00:00,4,3,D201,completed
6a71f307566111f97780769b,6a71f25956c0266186cf5ac8,2026-07-06 17:00:00,4,3,D201,completed
6a71f307566111f97780769e,6a71f25956c0266186cf5ac8,2026-07-13 17:00:00,4,3,D201,completed
6a71f307566111f9778076a1,6a71f25956c0266186cf5ac8,2026-07-20 17:00:00,4,3,D201,completed
6a71f307566111f9778076a4,6a71f25956c0266186cf5ac8,2026-07-27 17:00:00,4,3,D201,completed
6a71f333566111f977808419,6a71f25956c0266186cf5ace,2026-01-05 17:00:00,4,2,E101,completed
6a71f333566111f97780841c,6a71f25956c0266186cf5ace,2026-01-12 17:00:00,4,2,E101,completed
6a71f333566111f97780841f,6a71f25956c0266186cf5ace,2026-01-19 17:00:00,4,2,E101,completed
6a71f333566111f977808422,6a71f25956c0266186cf5ace,2026-01-26 17:00:00,4,2,E101,completed
6a71f333566111f977808425,6a71f25956c0266186cf5ace,2026-02-02 17:00:00,4,2,E101,completed
6a71f333566111f977808428,6a71f25956c0266186cf5ace,2026-02-09 17:00:00,4,2,E101,completed
6a71f333566111f97780842b,6a71f25956c0266186cf5ace,2026-02-16 17:00:00,4,2,E101,completed
6a71f333566111f97780842e,6a71f25956c0266186cf5ace,2026-02-23 17:00:00,4,2,E101,completed
6a71f333566111f977808431,6a71f25956c0266186cf5ace,2026-03-02 17:00:00,4,2,E101,completed
6a71f333566111f977808434,6a71f25956c0266186cf5ace,2026-03-09 17:00:00,4,2,E101,completed
6a71f333566111f977808437,6a71f25956c0266186cf5ace,2026-03-16 17:00:00,4,2,E101,completed
6a71f333566111f97780843a,6a71f25956c0266186cf5ace,2026-03-23 17:00:00,4,2,E101,completed
6a71f333566111f97780843d,6a71f25956c0266186cf5ace,2026-03-30 17:00:00,4,2,E101,completed
6a71f334566111f977808440,6a71f25956c0266186cf5ace,2026-04-06 17:00:00,4,2,E101,completed
6a71f334566111f977808443,6a71f25956c0266186cf5ace,2026-04-13 17:00:00,4,2,E101,completed
6a71f334566111f977808446,6a71f25956c0266186cf5ace,2026-04-20 17:00:00,4,2,E101,completed
6a71f334566111f977808449,6a71f25956c0266186cf5ace,2026-04-27 17:00:00,4,2,E101,completed
6a71f334566111f97780844c,6a71f25956c0266186cf5ace,2026-05-04 17:00:00,4,2,E101,completed
6a71f334566111f97780844f,6a71f25956c0266186cf5ace,2026-05-11 17:00:00,4,2,E101,completed
6a71f334566111f977808452,6a71f25956c0266186cf5ace,2026-05-18 17:00:00,4,2,E101,completed
6a71f334566111f977808455,6a71f25956c0266186cf5ace,2026-05-25 17:00:00,4,2,E101,completed
6a71f334566111f977808458,6a71f25956c0266186cf5ace,2026-06-01 17:00:00,4,2,E101,completed
6a71f334566111f97780845b,6a71f25956c0266186cf5ace,2026-06-08 17:00:00,4,2,E101,completed
6a71f334566111f97780845e,6a71f25956c0266186cf5ace,2026-06-15 17:00:00,4,2,E101,completed
6a71f334566111f977808461,6a71f25956c0266186cf5ace,2026-06-22 17:00:00,4,2,E101,completed
6a71f334566111f977808464,6a71f25956c0266186cf5ace,2026-06-29 17:00:00,4,2,E101,completed
6a71f334566111f977808467,6a71f25956c0266186cf5ace,2026-07-06 17:00:00,4,2,E101,completed
6a71f334566111f97780846a,6a71f25956c0266186cf5ace,2026-07-13 17:00:00,4,2,E101,completed
6a71f334566111f97780846d,6a71f25956c0266186cf5ace,2026-07-20 17:00:00,4,2,E101,completed
6a71f334566111f977808470,6a71f25956c0266186cf5ace,2026-07-27 17:00:00,4,2,E101,completed
6a71f34b566111f977808b2d,6a71f25a56c0266186cf5ad4,2026-01-05 17:00:00,7,2,E102,completed
6a71f34b566111f977808b30,6a71f25a56c0266186cf5ad4,2026-01-12 17:00:00,7,2,E102,completed
6a71f34b566111f977808b33,6a71f25a56c0266186cf5ad4,2026-01-19 17:00:00,7,2,E102,completed
6a71f34b566111f977808b36,6a71f25a56c0266186cf5ad4,2026-01-26 17:00:00,7,2,E102,completed
6a71f34b566111f977808b39,6a71f25a56c0266186cf5ad4,2026-02-02 17:00:00,7,2,E102,completed
6a71f34b566111f977808b3c,6a71f25a56c0266186cf5ad4,2026-02-09 17:00:00,7,2,E102,completed
6a71f34b566111f977808b3f,6a71f25a56c0266186cf5ad4,2026-02-16 17:00:00,7,2,E102,completed
6a71f34b566111f977808b42,6a71f25a56c0266186cf5ad4,2026-02-23 17:00:00,7,2,E102,completed
6a71f34b566111f977808b45,6a71f25a56c0266186cf5ad4,2026-03-02 17:00:00,7,2,E102,completed
6a71f34b566111f977808b48,6a71f25a56c0266186cf5ad4,2026-03-09 17:00:00,7,2,E102,completed
6a71f34c566111f977808b4b,6a71f25a56c0266186cf5ad4,2026-03-16 17:00:00,7,2,E102,completed
6a71f34c566111f977808b4e,6a71f25a56c0266186cf5ad4,2026-03-23 17:00:00,7,2,E102,completed
6a71f34c566111f977808b51,6a71f25a56c0266186cf5ad4,2026-03-30 17:00:00,7,2,E102,completed
6a71f34c566111f977808b54,6a71f25a56c0266186cf5ad4,2026-04-06 17:00:00,7,2,E102,completed
6a71f34c566111f977808b57,6a71f25a56c0266186cf5ad4,2026-04-13 17:00:00,7,2,E102,completed
6a71f34c566111f977808b5a,6a71f25a56c0266186cf5ad4,2026-04-20 17:00:00,7,2,E102,completed
6a71f34c566111f977808b5d,6a71f25a56c0266186cf5ad4,2026-04-27 17:00:00,7,2,E102,completed
6a71f34c566111f977808b60,6a71f25a56c0266186cf5ad4,2026-05-04 17:00:00,7,2,E102,completed
6a71f34c566111f977808b63,6a71f25a56c0266186cf5ad4,2026-05-11 17:00:00,7,2,E102,completed
6a71f34c566111f977808b66,6a71f25a56c0266186cf5ad4,2026-05-18 17:00:00,7,2,E102,completed
6a71f34c566111f977808b69,6a71f25a56c0266186cf5ad4,2026-05-25 17:00:00,7,2,E102,completed
6a71f34c566111f977808b6c,6a71f25a56c0266186cf5ad4,2026-06-01 17:00:00,7,2,E102,completed
6a71f34c566111f977808b6f,6a71f25a56c0266186cf5ad4,2026-06-08 17:00:00,7,2,E102,completed
6a71f34c566111f977808b72,6a71f25a56c0266186cf5ad4,2026-06-15 17:00:00,7,2,E102,completed
6a71f34c566111f977808b75,6a71f25a56c0266186cf5ad4,2026-06-22 17:00:00,7,2,E102,completed
6a71f34c566111f977808b78,6a71f25a56c0266186cf5ad4,2026-06-29 17:00:00,7,2,E102,completed
6a71f34c566111f977808b7b,6a71f25a56c0266186cf5ad4,2026-07-06 17:00:00,7,2,E102,completed
6a71f34c566111f977808b7e,6a71f25a56c0266186cf5ad4,2026-07-13 17:00:00,7,2,E102,completed
6a71f34d566111f977808b81,6a71f25a56c0266186cf5ad4,2026-07-20 17:00:00,7,2,E102,completed
6a71f34d566111f977808b84,6a71f25a56c0266186cf5ad4,2026-07-27 17:00:00,7,2,E102,completed
6a71f363566111f977809228,6a71f25a56c0266186cf5ada,2026-01-05 17:00:00,4,3,A301,completed
6a71f363566111f97780922b,6a71f25a56c0266186cf5ada,2026-01-12 17:00:00,4,3,A301,completed
6a71f363566111f97780922e,6a71f25a56c0266186cf5ada,2026-01-19 17:00:00,4,3,A301,completed
6a71f363566111f977809231,6a71f25a56c0266186cf5ada,2026-01-26 17:00:00,4,3,A301,completed
6a71f363566111f977809234,6a71f25a56c0266186cf5ada,2026-02-02 17:00:00,4,3,A301,completed
6a71f363566111f977809237,6a71f25a56c0266186cf5ada,2026-02-09 17:00:00,4,3,A301,completed
6a71f363566111f97780923a,6a71f25a56c0266186cf5ada,2026-02-16 17:00:00,4,3,A301,completed
6a71f363566111f97780923d,6a71f25a56c0266186cf5ada,2026-02-23 17:00:00,4,3,A301,completed
6a71f363566111f977809240,6a71f25a56c0266186cf5ada,2026-03-02 17:00:00,4,3,A301,completed
6a71f363566111f977809243,6a71f25a56c0266186cf5ada,2026-03-09 17:00:00,4,3,A301,completed
6a71f363566111f977809246,6a71f25a56c0266186cf5ada,2026-03-16 17:00:00,4,3,A301,completed
6a71f363566111f977809249,6a71f25a56c0266186cf5ada,2026-03-23 17:00:00,4,3,A301,completed
6a71f363566111f97780924c,6a71f25a56c0266186cf5ada,2026-03-30 17:00:00,4,3,A301,completed
6a71f363566111f97780924f,6a71f25a56c0266186cf5ada,2026-04-06 17:00:00,4,3,A301,completed
6a71f363566111f977809252,6a71f25a56c0266186cf5ada,2026-04-13 17:00:00,4,3,A301,completed
6a71f364566111f977809255,6a71f25a56c0266186cf5ada,2026-04-20 17:00:00,4,3,A301,completed
6a71f364566111f977809258,6a71f25a56c0266186cf5ada,2026-04-27 17:00:00,4,3,A301,completed
6a71f364566111f97780925b,6a71f25a56c0266186cf5ada,2026-05-04 17:00:00,4,3,A301,completed
6a71f364566111f97780925e,6a71f25a56c0266186cf5ada,2026-05-11 17:00:00,4,3,A301,completed
6a71f364566111f977809261,6a71f25a56c0266186cf5ada,2026-05-18 17:00:00,4,3,A301,completed
6a71f364566111f977809264,6a71f25a56c0266186cf5ada,2026-05-25 17:00:00,4,3,A301,completed
6a71f364566111f977809267,6a71f25a56c0266186cf5ada,2026-06-01 17:00:00,4,3,A301,completed
6a71f364566111f97780926a,6a71f25a56c0266186cf5ada,2026-06-08 17:00:00,4,3,A301,completed
6a71f364566111f97780926d,6a71f25a56c0266186cf5ada,2026-06-15 17:00:00,4,3,A301,completed
6a71f364566111f977809270,6a71f25a56c0266186cf5ada,2026-06-22 17:00:00,4,3,A301,completed
6a71f364566111f977809273,6a71f25a56c0266186cf5ada,2026-06-29 17:00:00,4,3,A301,completed
6a71f364566111f977809276,6a71f25a56c0266186cf5ada,2026-07-06 17:00:00,4,3,A301,completed
6a71f364566111f977809279,6a71f25a56c0266186cf5ada,2026-07-13 17:00:00,4,3,A301,completed
6a71f364566111f97780927c,6a71f25a56c0266186cf5ada,2026-07-20 17:00:00,4,3,A301,completed
6a71f364566111f97780927f,6a71f25a56c0266186cf5ada,2026-07-27 17:00:00,4,3,A301,completed
6a71f37b566111f977809928,6a71f25a56c0266186cf5ae0,2026-01-05 17:00:00,4,3,A302,completed
6a71f37b566111f97780992b,6a71f25a56c0266186cf5ae0,2026-01-12 17:00:00,4,3,A302,completed
6a71f37b566111f97780992e,6a71f25a56c0266186cf5ae0,2026-01-19 17:00:00,4,3,A302,completed
6a71f37b566111f977809931,6a71f25a56c0266186cf5ae0,2026-01-26 17:00:00,4,3,A302,completed
6a71f37b566111f977809934,6a71f25a56c0266186cf5ae0,2026-02-02 17:00:00,4,3,A302,completed
6a71f37b566111f977809937,6a71f25a56c0266186cf5ae0,2026-02-09 17:00:00,4,3,A302,completed
6a71f37b566111f97780993a,6a71f25a56c0266186cf5ae0,2026-02-16 17:00:00,4,3,A302,completed
6a71f37b566111f97780993d,6a71f25a56c0266186cf5ae0,2026-02-23 17:00:00,4,3,A302,completed
6a71f37b566111f977809940,6a71f25a56c0266186cf5ae0,2026-03-02 17:00:00,4,3,A302,completed
6a71f37b566111f977809943,6a71f25a56c0266186cf5ae0,2026-03-09 17:00:00,4,3,A302,completed
6a71f37b566111f977809946,6a71f25a56c0266186cf5ae0,2026-03-16 17:00:00,4,3,A302,completed
6a71f37b566111f977809949,6a71f25a56c0266186cf5ae0,2026-03-23 17:00:00,4,3,A302,completed
6a71f37b566111f97780994c,6a71f25a56c0266186cf5ae0,2026-03-30 17:00:00,4,3,A302,completed
6a71f37b566111f97780994f,6a71f25a56c0266186cf5ae0,2026-04-06 17:00:00,4,3,A302,completed
6a71f37b566111f977809952,6a71f25a56c0266186cf5ae0,2026-04-13 17:00:00,4,3,A302,completed
6a71f37b566111f977809955,6a71f25a56c0266186cf5ae0,2026-04-20 17:00:00,4,3,A302,completed
6a71f37b566111f977809958,6a71f25a56c0266186cf5ae0,2026-04-27 17:00:00,4,3,A302,completed
6a71f37b566111f97780995b,6a71f25a56c0266186cf5ae0,2026-05-04 17:00:00,4,3,A302,completed
6a71f37c566111f97780995e,6a71f25a56c0266186cf5ae0,2026-05-11 17:00:00,4,3,A302,completed
6a71f37c566111f977809961,6a71f25a56c0266186cf5ae0,2026-05-18 17:00:00,4,3,A302,completed
6a71f37c566111f977809964,6a71f25a56c0266186cf5ae0,2026-05-25 17:00:00,4,3,A302,completed
6a71f37c566111f977809967,6a71f25a56c0266186cf5ae0,2026-06-01 17:00:00,4,3,A302,completed
6a71f37c566111f97780996a,6a71f25a56c0266186cf5ae0,2026-06-08 17:00:00,4,3,A302,completed
6a71f37c566111f97780996d,6a71f25a56c0266186cf5ae0,2026-06-15 17:00:00,4,3,A302,completed
6a71f37c566111f977809970,6a71f25a56c0266186cf5ae0,2026-06-22 17:00:00,4,3,A302,completed
6a71f37c566111f977809973,6a71f25a56c0266186cf5ae0,2026-06-29 17:00:00,4,3,A302,completed
6a71f37c566111f977809976,6a71f25a56c0266186cf5ae0,2026-07-06 17:00:00,4,3,A302,completed
6a71f37c566111f977809979,6a71f25a56c0266186cf5ae0,2026-07-13 17:00:00,4,3,A302,completed
6a71f37c566111f97780997c,6a71f25a56c0266186cf5ae0,2026-07-20 17:00:00,4,3,A302,completed
6a71f37c566111f97780997f,6a71f25a56c0266186cf5ae0,2026-07-27 17:00:00,4,3,A302,completed
6a71f393566111f97780a041,6a71f25a56c0266186cf5ae6,2026-01-05 17:00:00,7,3,B201,completed
6a71f393566111f97780a044,6a71f25a56c0266186cf5ae6,2026-01-12 17:00:00,7,3,B201,completed
6a71f393566111f97780a047,6a71f25a56c0266186cf5ae6,2026-01-19 17:00:00,7,3,B201,completed
6a71f393566111f97780a04a,6a71f25a56c0266186cf5ae6,2026-01-26 17:00:00,7,3,B201,completed
6a71f393566111f97780a04d,6a71f25a56c0266186cf5ae6,2026-02-02 17:00:00,7,3,B201,completed
6a71f393566111f97780a050,6a71f25a56c0266186cf5ae6,2026-02-09 17:00:00,7,3,B201,completed
6a71f393566111f97780a053,6a71f25a56c0266186cf5ae6,2026-02-16 17:00:00,7,3,B201,completed
6a71f393566111f97780a056,6a71f25a56c0266186cf5ae6,2026-02-23 17:00:00,7,3,B201,completed
6a71f393566111f97780a059,6a71f25a56c0266186cf5ae6,2026-03-02 17:00:00,7,3,B201,completed
6a71f393566111f97780a05c,6a71f25a56c0266186cf5ae6,2026-03-09 17:00:00,7,3,B201,completed
6a71f393566111f97780a05f,6a71f25a56c0266186cf5ae6,2026-03-16 17:00:00,7,3,B201,completed
6a71f394566111f97780a062,6a71f25a56c0266186cf5ae6,2026-03-23 17:00:00,7,3,B201,completed
6a71f394566111f97780a065,6a71f25a56c0266186cf5ae6,2026-03-30 17:00:00,7,3,B201,completed
6a71f394566111f97780a068,6a71f25a56c0266186cf5ae6,2026-04-06 17:00:00,7,3,B201,completed
6a71f394566111f97780a06b,6a71f25a56c0266186cf5ae6,2026-04-13 17:00:00,7,3,B201,completed
6a71f394566111f97780a06e,6a71f25a56c0266186cf5ae6,2026-04-20 17:00:00,7,3,B201,completed
6a71f394566111f97780a071,6a71f25a56c0266186cf5ae6,2026-04-27 17:00:00,7,3,B201,completed
6a71f394566111f97780a074,6a71f25a56c0266186cf5ae6,2026-05-04 17:00:00,7,3,B201,completed
